prompt,context,A,B,C,D,E,answer,useful,thought
Which of the following statements accurately describes the architectural style of Jørstad Church in Norway?,"Jørstad Church () is a chapel of the Church of Norway in the northern part of the large Stavanger Municipality in Rogaland county, Norway. Interior decoration includes several votive ships. ==Gallery== File:Rømø - St.Clement - Innenraum 2.jpg File:Rømø St. Clemens Orgel (1).jpg File:Rømø - St.Klement - Kanzel 1.jpg File:Sankt Clemens Kirke römö 11.jpg File:Sankt Clemens Kirke römö 9.jpg ==References== ==External links== * Rømø kirke - Sankt Clemens Kirke website *Sankt Clemens Kirke Danmarks Kirker *Sankt Clemens Kirche Römö - Informationen auf deutsch Category:Rømø Category:Buildings and structures in Tønder Municipality Category:Churches in the Region of Southern Denmark Category:Lutheran churches converted from Roman Catholicism Category:Churches in the diocese of Ribe Within the history of Norwegian architecture, vernacular traditions form a distinct and pervasive influence that persists to this day. ==Early origins== Archeological evidence in Norway indicates that Nordic Bronze Age and Iron Age settlements were commonly large, communal, and multipurpose buildings. The white, wooden church was built in a long church style in 1929 using designs by the architect Gustav Helland. It belongs to the Tønder Priory of the Church of Denmark.",Jørstad Church is a Gothic-style church with intricate stone carvings on its façade.,Jørstad Church is a wooden church built in a long church style with designs by the architect Gustav Helland.,Jørstad Church is a Romanesque-style church featuring rounded arches and thick walls.,Jørstad Church is a Baroque-style church adorned with ornate decorations and gold leafing.,Jørstad Church is a contemporary concrete church known for its modern and minimalist design.,B,TRUE,The background knowledge provides information about the architectural style of Jørstad Church in Norway. It states that the church is a wooden church built in a long church style with designs by the architect Gustav Helland.
"What is the genre of the 2021 film ""Dreamcatcher"" directed by Jacob Johnson?","Dreamcatcher is a 2015 British-American documentary film directed by Kim Longinotto focusing on Brenda Myers-Powell, a former professional who runs The Dreamcatcher Foundation, a charity which helps women in Chicago leave the sex industry. Dreamcatcher is a 2021 horror film written and directed by Jacob Johnson. ==Synopsis== Two sisters must deal with a homicidal serial killer on the rampage at a nightclub. ==Cast== * Niki Koss as Pierce * Zachary Gordon as Jake * Travis Burns as Dylan 'DJ Dreamcatcher' * Blaine Kern III as Hunter * Olivia Sui as Raye * Emrhys Cooper as Brecken * Elizabeth Posey as Ivy * Adrienne Wilkinson as Josephine * Lou Ferrigno Jr. as Colton * Nazanin Mandi as Kya * Ryan Powers as DJ Dreamcatcher * Al Calderon as Zeke the Stagehand * Ben J. Pierce as Scott ==Development== Johnson has stated that films such as Suspiria, The Night of the Hunter, and The Neon Demon were a big influence on Dreamcatcher. Alexander Taylor was brought on to create the score and actors Niki Koss, Zachary Gordon, and Travis Burns were confirmed as performing in the film. ==Release== Dreamcatcher was released on VOD on March 5, 2021 through Samuel Goldwyn Films. ==Reception== Dreamcatcher has a rating of 40% on Rotten Tomatoes, based on 10 reviews. Stevens began writing and shaping the story of Dreamcatcher for a feature documentary film in 2010. Dreamland is a 2019 American period thriller film directed by Miles Joris- Peyrafitte from a screenplay by Nicolaas Zwart.",Dreamcatcher is a science fiction film set in a futuristic dystopian society.,Dreamcatcher is a documentary film that delves into the history and cultural significance of dreamcatchers.,Dreamcatcher is a romantic comedy film that explores the complexities of modern relationships.,Dreamcatcher is an animated fantasy film that takes place in a magical dream world.,Dreamcatcher is a horror film filled with suspense and terrifying moments.,E,TRUE,"The background knowledge provided states that Dreamcatcher is a 2021 horror film directed by Jacob Johnson. Therefore, the genre of the film is most likely horror."
What was the result of the merger between JA Vichy and Stade Clermontois BA in 2015?,"In 2015, JA Vichy and Stade Clermontois Basket Auvergne merged to form a new team called JA Vichy-Clermont for the 2015–16 season.NOUVEAU LOGO ET NOUVELLE DÉNOMINATION ==Honours== ===Domestic competitions=== * French Cup : Winners (2): 1969, 1970 * Leaders Cup : Runners-up (1): 2008 ===European competitions=== * FIBA Saporta Cup : Runners-up (1): 1969–70 ==Players== ===Notable players=== ==References== ==External links== *Official site *Team profile at Eurobasket.com Category:Defunct basketball teams in France Category:Basketball teams established in 1933 Category:Basketball teams disestablished in 2015 Category:Sport in Clermont-Ferrand Category:Vichy Category:Sport in Allier Category:1933 establishments in France Category:2015 disestablishments in France The club was formed in 2015 after a merger of JA Vichy and Stade Clermontois BA.NOUVEAU LOGO ET NOUVELLE DÉNOMINATION ==Season by season== Season Tier League French Cup Other competitions Other competitions 2015–16 2 Pro B 10th 2016–17 2 Pro B 14th ==Notable players== *Quinton Hooker (born 1995) * Arthur Rozenfeld (born 1995), basketball player in the Israeli Basketball Premier League ==References== ==External links== *Official website (in French) Category:Basketball teams in France Category:Basketball teams established in 2015 Category:Vichy Category:2015 establishments in France Category:Sport in Allier Category:Sport in Clermont- Ferrand JA Vichy-Clermont Métropole Basket is a French professional basketball club based in Clermont. Jeanne d'Arc de Vichy-Clermont Métropole was a professional basketball club based in Vichy, France. The club played their home games at both Maison des Sports de Clermont-Ferrand and Palais des Sports de Vichy.","The merger resulted in the rebranding of JA Vichy and Stade Clermontois BA, with the new club adopting a different name and relocating to a different city.","The merger led to the formation of a football club called JA Vichy-Clermont Métropole, which currently competes in a lower division in France.","The merger led to the creation of a new basketball club called JA Vichy-Clermont Métropole Basket, which currently plays in the Pro B division.","The merger between JA Vichy and Stade Clermontois BA did not take place in 2015, and the two clubs continue to operate independently to this day.","The merger resulted in the dissolution of both JA Vichy and Stade Clermontois BA, leading to the formation of a completely new team in a different sport.",C,TRUE,"Based on the background knowledge provided, it is mentioned that JA Vichy and Stade Clermontois BA merged in 2015 to form a new team called JA Vichy-Clermont. Therefore, the correct answer is option C) The merger led to the creation of a new basketball club called JA Vichy-Clermont Métropole Basket, which currently plays in the Pro B division."
"Which of the following statements accurately describes the governance of St. Joseph's Convent, Port of Spain?","St. Joseph's Convent, Port of Spain is a government-assisted all-girls Roman Catholic secondary school in Port of Spain, Trinidad and Tobago. The school is governed by a Board of Management appointed and chaired by the Archbishop of Port of Spain.""School Directory"", The Roman Catholic Archdiocese of Port of Spain. == History== In her book 'Race Relations in Colonial Trinidad 1870-1900', Bridget Brereton wrote, ""When the school was opened in 1836, it was strictly denominational. At the St. Joseph’s Convent, Port of Spain, there is further specialization in Form 6, where each student is required to choose at least three two-unit courses and Caribbean Studies and Communication Studies in preparation for the Caribbean Examinations Council Caribbean Advanced Proficiency Examination. ==Houses== The school population is divided among six houses, upon entrance into Form 1.Sports Day 2020"", St. Joseph’s Convent, Port of Spain. St. Joseph's Convent is a Roman Catholic secondary school for girls located in Castries, Saint Lucia. Forms 4-5""Academics at SJCPOS"", St. Joseph’s Convent, Port of Spain.","St. Joseph's Convent, Port of Spain is governed by a Board of Trustees appointed by the Ministry of Education in Trinidad and Tobago.","St. Joseph's Convent, Port of Spain is governed by a Board of Trustees elected by the alumni of the school.","St. Joseph's Convent, Port of Spain is governed by a Board of Directors elected by the students and staff of the school.","St. Joseph's Convent, Port of Spain is governed by a Board of Governors elected by the parents and guardians of the students.","St. Joseph's Convent, Port of Spain is governed by a Board of Management appointed and chaired by the Archbishop of Port of Spain.",E,TRUE,"It is stated that St. Joseph's Convent, Port of Spain is governed by a Board of Management appointed and chaired by the Archbishop of Port of Spain. Therefore, option E) St. Joseph's Convent, Port of Spain is governed by a Board of Management appointed and chaired by the Archbishop of Port of Spain is the accurate statement."
"What is the significance of the Liberation War Museum located in Dhaka, Bangladesh?","The Liberation War Museum ( Muktijuddho Jadughôr) is a museum at Agargaon in Dhaka, the capital of Bangladesh, which commemorates the Bangladesh Liberation War that led to the independence of Bangladesh from Pakistan. ==History== The Liberation War Museum began under the initiative of an eight-person board of trustees as a means of preserving the memory of the 1971 Liberation War. Bangladesh Police Liberation War Museum is a museum that commemorates the contribution of Bangladesh Police to the Bangladesh Liberation War. The museum was inaugurated by the prime minister Sheikh Hasina, on the telecom building in Rajarbagh Police Lines on 24 March 2013. == References == == See more == * Bangladesh Police * Bangladesh Liberation War * Liberation War Museum == External links == * Official Website * Museum Facebook page Category:Museums established in 2013 Category:Museums in Dhaka Category:History museums in Bangladesh Category:2013 establishments in Bangladesh Category:Aftermath of the Bangladesh Liberation War Category:Law enforcement museums in Asia Category:Bangladesh Police == See also == * Muktijuddho e-Archive, a Digital Library, working to 'preserve and publicly distribute' the historical documents regarding the Liberation War of Bangladesh and Genocide of Innocent Bengali People in 1971. == References == Category:History museums in Bangladesh Category:Museums in Dhaka Category:Aftermath of the Bangladesh Liberation War Under the patronage of the museum, it had several art exhibitions including a Photographic exhibition on the ""Liberation War : Towards 25th Anniversary"" held at ‘ La Galerie' in Dhaka[March, 1995], published a Photographic album containing 100 historic photographs portraying the Liberation struggle of Bangali people from the beginning (British Period) ending with the establishment of Bangladesh.","The Liberation War Museum is a museum dedicated to the history of British colonial rule in Dhaka, Bangladesh.","The Liberation War Museum is a museum that honors the military achievements of the Pakistani Army in Dhaka, Bangladesh.","The Liberation War Museum is a museum that commemorates the Bangladesh Liberation War and the independence of Bangladesh from Pakistan in Dhaka, Bangladesh.","The Liberation War Museum is a museum dedicated to the preservation of artifacts and artworks from the Mughal Empire in Dhaka, Bangladesh.","The Liberation War Museum is a museum showcasing the history and culture of the Bengali people in Dhaka, Bangladesh.",C,TRUE,"Based on the background knowledge provided, it is clear that the Liberation War Museum in Dhaka, Bangladesh commemorates the Bangladesh Liberation War and the independence of Bangladesh from Pakistan. Therefore, the correct answer is option C) The Liberation War Museum is a museum that commemorates the Bangladesh Liberation War and the independence of Bangladesh from Pakistan in Dhaka, Bangladesh."
Which of the following statements accurately describes the winner of the inaugural edition of the FIVB Volleyball Men's Nations League?,"This article gives the summarized final standings of each FIVB Volleyball Men's Nations League tournament, an annual competition involving national men's volleyball teams. This article gives the summarized final standings of each FIVB Volleyball World League tournament, an annual competition involving national men's volleyball teams. This article gives the summarized final standings of each FIVB Volleyball Women's Nations League tournament, an annual competition involving national women's volleyball teams. After the fourth edition in 2022, United States won three golds (2018, 2019, 2021), Italy won one gold medal (2022), Turkey won silver (2018) and bronze (2021), Brazil won three silvers (2019, 2021, 2022), China won two bronze (2018, 2019), and Serbia won one bronze medal (2022). ==Results summary== ===2018 FIVB Volleyball Women's Nations League statistics=== ====Squads==== The 16 national teams involved in the tournament were required to register a squad of 21 players, which every week's 14-player roster must be selected from. United States won two silver (2019, 2022) and bronze (2018), Poland won silver (2021) and two bronze medal (2019, 2022). ==Results summary== ===2018 FIVB Volleyball Nations League statistics=== ====Squads==== The 16 national teams involved in the tournament were required to register a squad of 21 players, which every week's 14-player roster must be selected from.","Brazil won the inaugural edition, defeating Russia in the final.","Italy won the inaugural edition, defeating Brazil in the final.","Russia won the inaugural edition, defeating France in the final.","Germany won the inaugural edition, defeating France in the final.","France won the inaugural edition, defeating Russia in the final.",C,FALSE,fail
Which of the following best describes the outcome of the 2009 G20 Pittsburgh Summit?,"The 2009 G20 Pittsburgh Summit was the third meeting of the G20 heads of state/heads of government to discuss financial markets and the world economy. G20 2009 may refer to: * 2009 G20 London summit, the G20 summit on 2 April 2009 in London, UK * 2009 G20 Pittsburgh summit, the G20 summit on 24–25 September 2009 in Pittsburgh, USA ""G20 & the November 2010 Seoul summit"" (SN/EP/5028) , 19 October 2010; excerpt, ""Today, we designated the G-20 as the premier forum for our international economic cooperation"" citing ""Pittsburgh G20 Leaders’ summit communiqué,"" 25 September 2009, paragraph 50. G20 leaders began gathering in Pittsburgh on September 24, 2009. In response to the Global credit crisis, a G20 summit in one year was proposed shortly after the London summit in April 2009.",The 2009 G20 Pittsburgh Summit aimed to address issues related to national security and international terrorism.,The 2009 G20 Pittsburgh Summit was a follow-up meeting to discuss the progress made in addressing financial markets and the world economy since the previous summit.,The 2009 G20 Pittsburgh Summit primarily focused on climate change mitigation and renewable energy investment.,The 2009 G20 Pittsburgh Summit was cancelled due to a lack of consensus among participating countries.,The 2009 G20 Pittsburgh Summit led to significant global economic growth and the stabilization of financial markets.,E,FALSE,fail
"Which of the following statements accurately describes the impact of the television show ""Por amor o por dinero"" on the Spanish-language television industry?","Por amor o por dinero (English: For Love or For Money) is an American Spanish- language dating reality show produced by Acun Medya for Telemundo. Por Amor may refer to: ==TV== * Por amor (1987 TV series), Argentine telenovela * Por Amor (1997 TV series), Brazilian telenovela * Por amor (2006 TV series), Colombian telenovela * Por amor (Mexican TV series), Mexican telenovela * (2005), Colombian telenovela * (2008), Argentine TV programme * Por tu amor (1999), Mexican telenovela ==Music== ===Albums=== * Por Amor (Menudo album), 1982 * Por Amor (Ricardo Arjona album), 2003 * Por Amor, Plácido Domingo ===Songs=== * ""Por amor"" (Rafael Solano song), 1968 * ""Por amor"" (Thalía song), 1998 * ""Por amor"", from Memorias 1976 Todo por amor is a Mexican telenovela produced by Argos Comunicación for TV Azteca. Todo por amor was the last telenovela of the first co-production agreement between Argos Comunicación and TV Azteca since 1994, ending the same day of its final episode. == Release == === Broadcast === The series premiered on Azteca Trece on 27 January 2000, from Monday to Friday at 9:00 p.m. replacing La vida en el espejo. The series ended on 12 January 2001 with 250 episodes, being replaced the following week by Amores, querer con alevosía. == References == == External links == * Category:2000 telenovelas Category:2000 Mexican television series debuts Category:2001 Mexican television series endings Category:TV Azteca telenovelas Category:Argos Comunicación telenovelas Category:Mexican television series based on Colombian television series Category:Spanish- language telenovelas","""Por amor o por dinero"" is a controversial show that sparked public debates and discussions, challenging societal norms and generating discourse within the Spanish-language television industry.","""Por amor o por dinero"" is a groundbreaking show that introduced new storytelling techniques and formats, revolutionizing the Spanish-language television industry.","""Por amor o por dinero"" is a highly acclaimed show that has received numerous awards for its outstanding performances and compelling storyline, solidifying its position as a top-rated program in the Spanish-language television industry.","""Por amor o por dinero"" is a popular show that has achieved significant viewership ratings, contributing to the growth and success of the Spanish-language television industry.","""Por amor o por dinero"" is a show that failed to make a significant impact on the Spanish-language television industry, struggling to find a loyal audience and garnering low viewership ratings.",D,FALSE,fail
"Which of the following statements accurately describes Troguéry, a commune in the Côtes-d'Armor department of Brittany in northwestern France?","Troguéry (; ) is a commune in the Côtes-d'Armor department of Brittany in northwestern France. ==Population== People from Troguéry are known in French as troguérois. ==See also== *Communes of the Côtes-d'Armor department ==References== ==External links== * Category:Communes of Côtes-d'Armor Tréméloir (; ) is a former commune in the Côtes-d'Armor department of Brittany in northwestern France. Trémeur (; ) is a commune in the Côtes-d'Armor department of Brittany in northwestern France. ==Population== Inhabitants of Trémeur are called trémeurois in French. ==See also== *Communes of the Côtes-d'Armor department ==References== ==External links== * Category:Communes of Côtes-d'Armor As the school's original buildings were not compliant with modern environmental norms, classes were initially held in prefabricated, temporary buildings.Tréméloir, 700 habitants, 78 élèves, Benoît Floc'h, Le Monde, September 2–3, 2007, page 3. ==See also== *Communes of the Côtes-d'Armor department ==References== Category:Former communes of Côtes-d'Armor On 1 January 2016, it was merged into the commune Pordic.Arrêté préfectoral 27 November 2015 ==Population== The town experienced significant depopulation at the beginning of the 20th century: its population of roughly 700 fell to less than 400 by the beginning of the 1980s as its inhabitants moved to the countryside.",Troguéry is a historic commune with several well-preserved medieval castles and churches.,Troguéry is an inland commune surrounded by lush forests and is famous for its hiking trails.,"Troguéry is a commune primarily engaged in agriculture, with farming and livestock as the main economic activities.","Troguéry is a commune that has recently experienced rapid urbanization and industrialization, attracting multinational corporations to set up manufacturing plants.",Troguéry is a coastal commune known for its picturesque beaches and vibrant tourism industry.,C,FALSE,fail
"Which of the following statements accurately describes the plot of the film ""See Spot Run"" based on the provided Wikipedia excerpt?","Run (referred to on-screen as Run.) is a 2020 American psychological horror thriller film directed by Aneesh Chaganty and written by Chaganty and Sev Ohanian. The Run is a 2017 documentary film. In cinematic parlance, a film in its first run has been recently released. Run was released in the United States via streaming on November 20, 2020 on Hulu, and was released in other territories both theatrically and through streaming by Lionsgate International and by Netflix on April 2, 2021. Netflix later acquired international streaming rights and released the film on April 2, 2021. == Reception == ===Audience viewership=== Following its debut weekend, Hulu reported that Run was the most-watched original film in the platform's history, as well as the most talked about on Twitter. ===Critical response=== On review aggregator Rotten Tomatoes, the film holds an approval rating of based on reviews, with an average rating of .","""See Spot Run"" is a heartwarming romantic comedy that follows the story of a mailman who falls in love with a beautiful woman he meets while delivering mail, with Spot the dog providing comedic relief throughout.","""See Spot Run"" is an action-packed film about a mailman who befriends a stray dog named Spot and helps him elude capture by the FBI after Spot is wrongly accused of attacking a crime boss.","""See Spot Run"" is an animated children's film that tells the adventures of a lovable dog named Spot, who teams up with a group of misfit animals to save their neighborhood from an evil land developer.","""See Spot Run"" is a documentary-style film that chronicles the inspiring journey of a stray dog named Spot, who overcomes obstacles and finds his forever home with the mailman who saved him.","""See Spot Run"" is a crime thriller centered around a mailman who unknowingly adopts a trained FBI dog, Spot, and becomes entangled in a dangerous web of corruption and conspiracy as he tries to protect Spot from the crime boss.",B,FALSE,fail
Which of the following statements accurately describes the significance of the 1964 Armstrong 500 race at Mount Panorama Circuit?,"The 1964 Armstrong 500 was a production car race held on 4 October 1964 at the Mount Panorama Circuit just outside Bathurst in New South Wales, Australia. The 1961 Armstrong 500 was an endurance motor race for standard production sedans. The 1963 Armstrong 500 was the fourth running of the Armstrong 500 touring car race. The 500 mile race was open to Australian built production sedans of which 100 examples had been registered.Armstrong classes, Australian Motor Sports, September 1964, page 4 It was the fifth Armstrong 500 and the second to be held at Bathurst although it is commonly referred to as the fifth ""Bathurst 500"". The race was organised by the Light Car Club of Australia and was sponsored by Armstrong York Engineering Pty Ltd.Front cover, Official Programme, 1961 Armstrong 500, Philip Island, Sunday, 19 November 1961, pages 18 & 19 It was the second event held in the combined history of the Bathurst 1000, which had begun the previous year with the first Armstrong 500.",The 1964 Armstrong 500 race was the first ever production car race held at the Mount Panorama Circuit.,The 1964 Armstrong 500 race was the final race in a series of events held annually at the Mount Panorama Circuit.,The 1964 Armstrong 500 race was the second race to be held specifically for Australian built production sedans.,The 1964 Armstrong 500 race was named in honor of a prominent figure in the automotive industry.,The 1964 Armstrong 500 race was the third race of its kind to take place at the Mount Panorama Circuit.,C,TRUE,"We can determine that option C) The 1964 Armstrong 500 race was the second race to be held specifically for Australian built production sedans is the accurate statement. The background knowledge mentions that the Armstrong 500 race was an endurance motor race for standard production sedans, and the 1964 race was the second event held in the combined history of the Bathurst 1000, which had begun the previous year with the first Armstrong 500. This indicates that the 1964 race was the second race specifically for Australian built production sedans."
"In the novel ""The Goblin Reservation"" by Clifford D. Simak, which of the following characters is NOT featured?","The Goblin Reservation is a 1968 science fiction novel by American writer Clifford D. Simak, featuring an educated Neanderthal, a biomechanical sabertooth tiger, aliens that move about on wheels, a man who time-travels using an unreliable device implanted in his brain, a ghost, trolls, banshees, goblins, a dragon and even Shakespeare himself. The Goblin Reservation was a Hugo Award nominee in 1969 and was originally serialized in Galaxy Science Fiction magazine. ==Plot== The Goblin Reservation is the tale of Professor Peter Maxwell. He identifies the Wheelers, the goblins and the other mythical creatures as those he saw attempting to colonize Earth from space in the Jurassic era. The story also featured one of the four main characters from the miniseries: Sprig the shape shifter. ==References== ==External links== * The Goblin Chronicles Official Website * Ape Entertainment's Official Website * Interview with the creators on Newseed Comics Website * Interview with the creators on Fanboy Faceoff Podcast Category:American comics titles O'Toole : Leader of the Goblins and Maxwell's friend on the Goblin Reservation.",A biomechanical sabertooth tiger,Aliens that move about on wheels,An educated Neanderthal,A man who time-travels using an unreliable device implanted in his brain,A ghost,E,FALSE,fail
Which of the following statements accurately describes the appearance of Gordon Tracy in the Thunderbirds franchise?,"Gordon Tracy is a fictional character from Gerry and Sylvia Anderson's Supermarionation television show Thunderbirds, the subsequent films Thunderbirds Are Go and Thunderbird 6 as well as the remake TV series Thunderbirds Are Go. Alan Tracy is a fictional character who first appeared in the 1960s British Supermarionation television series Thunderbirds, its film sequels Thunderbirds Are Go (1966) and Thunderbird 6 (1968), as well as the TV remake Thunderbirds Are Go. The character also appeared in the live action movie Thunderbirds. ==Thunderbirds (1965-66)== Born on 14 February 2004 or 2043, Gordon Tracy revels in all aquatic sports, from skin-diving to water-skiing. Carolyn Percy of the Wales Arts Review comments that whereas the 1960s puppet character was one of the least developed Tracy brothers, this version of Gordon is characterised as a ""light-hearted joker"". ==References== ==External links== * Thunderbirds Characters Category:American male characters in television Category:Gordon Cooper Category:Fictional aquatics sportspeople Category:Fictional navy personnel Category:Fictional Olympic competitors Category:Fictional scuba divers Category:Film characters introduced in 1966 Category:Male characters in animated series Category:Male characters in film Category:Television characters introduced in 1965 Category:Thunderbirds (TV series) characters Category:Fictional people from the 21st-century Scott Tracy is a fictional character in Gerry and Sylvia Anderson's 1960s Supermarionation television series Thunderbirds, the subsequent films Thunderbirds Are Go (1966) and Thunderbird 6 (1968) and the TV remake Thunderbirds Are Go!.",Gordon Tracy is a fictional character who only appeared in the Thunderbirds remake TV series.,Gordon Tracy is a fictional character who only appeared in the Thunderbirds television show and not in any films or remakes.,"Gordon Tracy is a fictional character who appeared in the Thunderbirds films Thunderbirds Are Go and Thunderbird 6, but not in the original TV series.",Gordon Tracy is a fictional character who only appeared in the live action movie Thunderbirds.,Gordon Tracy is a fictional character who appeared in both the Thunderbirds television show and the live action movie.,E,TRUE,"We can determine that Gordon Tracy is a fictional character who appeared in the Thunderbirds television show, the subsequent films Thunderbirds Are Go and Thunderbird 6, as well as the remake TV series Thunderbirds Are Go. Therefore, the correct statement is that Gordon Tracy is a fictional character who appeared in both the Thunderbirds television show and the live action movie. Option E is the correct answer."
Which of the following statements accurately describes the geographic distribution and status of the Odia language in India?,"Odia is one of the many official languages of India; it is the official language of Odisha and the second official language of Jharkhand. According to the 2011 census, 3.1% of Indians in India are Odia speakers, of which 93% belong to Odisha. ===Foreign countries=== The Odia diaspora is sizeable in several countries around the world, bringing the number of Odia speakers worldwide to 50 million. The language is also spoken by 700,000 people in Chhattisgarh. thumb|Trilingual Signboard at Bhubaneswar Airport having text in Odia, Hindi and English Odia is the sixth Indian language to be designated a classical language, on the basis of having a long literary history and not having borrowed extensively from other languages. About the end of the 13th century and the beginning of the 14th, the influence of Jayadeva's literary contribution changed the pattern of versification in Odia. ==Geographical distribution== ===India=== Odia is mainly spoken in the state of Odisha, but there are significant Odia- speaking populations in the neighbouring states, such as Andhra Pradesh, Madhya Pradesh, Jharkhand, West Bengal and Chhattisgarh. Due to the increasing migration of labour, the west Indian state of Gujarat also has a significant population of Odia speakers.","Odia is primarily spoken in the Indian states of Odisha, West Bengal, and Jharkhand, where native speakers make up 82% of the population, and it is also spoken in parts of Andhra Pradesh and Chhattisgarh.","Odia is the official language in Odisha, West Bengal, Jharkhand, Andhra Pradesh, and Chhattisgarh, where native speakers make up 82% of the population.","Odia is primarily spoken in the Indian state of Odisha, where native speakers make up 82% of the population, and it is also spoken in parts of West Bengal, Jharkhand, Andhra Pradesh, and Chhattisgarh.","Odia is primarily spoken in the Indian state of Odisha, where native speakers make up 82% of the population, and it is also spoken by 700,000 people in Chhattisgarh.","Odia is primarily spoken in the Indian state of Odisha, where native speakers make up 82% of the population, and it is the official language of Odisha and the second official language of Jharkhand.",C,TRUE,"The background knowledge provides information about the geographic distribution and status of the Odia language in India. It states that Odia is primarily spoken in the state of Odisha, but there are also significant Odia-speaking populations in neighboring states such as West Bengal, Jharkhand, Andhra Pradesh, and Chhattisgarh. It is the official language of Odisha and the second official language of Jharkhand. Based on this information, we can determine that option C accurately describes the geographic distribution and status of the Odia language in India."
What was the original name of the District of Columbia Library Association (DCLA) when it was founded in 1894?,"The District of Columbia Library Association (DCLA) is a professional organization for District of Columbia's librarians and library workers. DCLA has had reciprocal member privileges for Virginia Library Association and Maryland Library Association members since 2013. ==References== ==External links== * District of Columbia Library Association website Category:Library associations in the United States Category:1894 establishments in Washington, D.C. It was founded on June 15, 1894 as the Library Association of Washington City. It changed its name to District of Columbia Library Association in March 1901 and became a chapter of the American Library Association on June 28, 1922. The District of Columbia Public Library (DCPL) is the public library system for Washington, D.C..",Washington City Library Association,Library Association of Washington City,Library Workers Association of Washington City,Librarians Association of Washington City,Association of Washington City Librarians,B,TRUE,"The background knowledge states that the District of Columbia Library Association (DCLA) was founded on June 15, 1894 as the Library Association of Washington City. Therefore, the original name of DCLA was the Library Association of Washington City."
What was the purpose of building a new runway at Xining Caojiabao International Airport in October 2011?,"The airport began operation in 1991, and in October 2011 a new 3,800 meter long runway was built to replace the old one.Xining Caojiabao Airport == History == The first airport of Xining was located west of the current airport near the town of Lejiawan. Xining Caojiabao International Airport , also called Caojiapu Airport, is an airport serving Xining, the capital of Qinghai Province, China. Construction of Caojiabao airport was approved by the State Council on 17 May 1985 and started in 1989. Xiangxi Airport () is an airport under construction to serve Xiangxi Tujia and Miao Autonomous Prefecture in Hunan Province, China. In 1975, plans were made to relocate the airport, as the Lejiawan Airport was limited by a one-way gravel runway.",The new runway was built to improve the airport's safety and meet international aviation standards.,The new runway was built to increase the airport's capacity and accommodate larger aircraft.,The new runway was built to reduce noise pollution for nearby residential areas and improve environmental sustainability.,The new runway was built to provide better access to downtown Xining for airport passengers.,The new runway was built to showcase advanced airport infrastructure and attract more tourism to Xining.,B,FALSE,fail
Which of the following statements accurately describes the impact of the overall reconstruction carried out on the Jazak Monastery from 1926 to 1930?,"An overall reconstruction of the monastery was carried out from 1926 to 1930. Jazak Monastery was declared Monument of Culture of Exceptional Importance in 1990, and it is protected by Serbia. ==Burials== *Stefan Uroš V ==See also== *Monasteries of Fruška Gora *Cultural Monuments of Exceptional Importance *Tourism in Serbia *List of Serbian Orthodox monasteries ==References== == External links == *Jazak Monastery - Fruškać *More about the monastery Category:Cultural Monuments of Exceptional Importance (Serbia) Category:Serbian Orthodox monasteries in Serbia Category:1736 establishments in Europe Category:Religious organizations established in the 1730s Category:Christian monasteries established in the 18th century thumb|right|250px|Jazak Monastery The Jazak Monastery () is a Serb Orthodox monastery on the Fruška Gora mountain in the northern Serbia, in the province of Vojvodina. In 1823, the monastery was repaired and adorned with murals. Some of the frescoes in the church show that it was restored in the 16th century, but the establishment of the monastery dates back to the era of the Second Bulgarian Kingdom.","The overall reconstruction of the Jazak Monastery caused minimal changes, focused mainly on maintaining the existing structure and repairing damages.","The overall reconstruction of the Jazak Monastery caused the removal of the baroque iconostasis and the carved woodwork, replacing them with modern stone sculptures.","The overall reconstruction of the Jazak Monastery resulted in significant changes to the architectural style, transforming it from baroque to gothic.",The overall reconstruction of the Jazak Monastery resulted in the relocation of the monastery to a different mountain in Serbia.,"The overall reconstruction of the Jazak Monastery led to the addition of new frescoes and murals, enhancing its artistic features.",A,FALSE,fail
